,Unnamed: 0,text,text_clean,text_preprocessed
705,705,lagi³ polisi https://t.co/SVWWitMiWD,lagi³ polisi ,"['lagi', 'polisi']"
706,706,@vkookfess ini yang polisi itu bukan sih?,yang polisi bukan sih ,"['yang', 'polisi', 'bukan', 'sih']"
707,707,"ternyata polisi serius #GelarPelimpahanTahap2 
kawal berkas Segera Masuk Sidang https://t.co/P2jyGnu06I",ternyata polisi serius kawal berkas segera masuk sidang ,"['nyata', 'polisi', 'serius', 'kawal', 'berkas', 'segera', 'masuk', 'sidang']"
708,708,@AyoooVaksin @Alanzhar_ @Tozirusilasi @Persija_Jkt Ga adem bang gue ngenes banget sama polisi anjing,adem bang ngenes sangat sama polisi anjing ,"['adem', 'bang', 'ngenes', 'sangat', 'sama', 'polisi', 'anjing']"
709,709,Ngeri juga polisi saat ini .selalu meneror saksi @AlJazeera @voaislam @nytimes @ABC @abcnews  @redfishstream https://t.co/Ntq7RCDpCc,seram polisi ini selalu meneror saksi ,"['seram', 'polisi', 'ini', 'selalu', 'teror', 'saksi']"
710,710,@BimoTjontong @VICE_ID Lu kontol sok asik babi itu polisi nya bego bener kyk orng hutan tolol,kamu kecewa sok asik kecewa polisi nya bego benar orng hutan tolol ,"['kamu', 'kecewa', 'sok', 'asik', 'kecewa', 'polisi', 'nya', 'bego', 'benar', 'orng', 'hutan', 'tolol']"
711,711,"Seluruh dunia tau pelakunya itu polisi, cuma polisi wakanda kebanyakan berbelit belit https://t.co/OODxwB2GUA",seluruh dunia tahu pelakunya polisi cuma polisi wakanda kebanyakan berbelit belit ,"['seluruh', 'dunia', 'tahu', 'laku', 'polisi', 'cuma', 'polisi', 'wakanda', 'banyak', 'belit', 'belit']"
712,712,"@anggadwipeaaa @penguasahati @kafiradikalis @ListyoSigitP Kamu ngomong sama kaca yah?
Pantes aja
https://t.co/PLIujDywWG",kamu katakan sama kaca yah pantes ,"['kamu', 'kata', 'sama', 'kaca', 'yah', 'pantes']"
713,713,Klo korek api aja di sita lalu tiba2 ada botol miras berarti yg bawa botol miras itu polisi dong https://t.co/MbWIWPFzVh,kalau korek api di sita lalu tiba botol minuman berarti bawa botol minuman polisi dong ,"['kalau', 'korek', 'api', 'di', 'sita', 'lalu', 'tiba', 'botol', 'minum', 'arti', 'bawa', 'botol', 'minum', 'polisi', 'dong']"
714,714,"Dan gelinya seangkatan aku ndak ada yg jadi polisi, tni, brimob https://t.co/inssXGSczZ",gelinya seangkatan tidak yang jadi polisi tni brimob ,"['geli', 'angkat', 'tidak', 'yang', 'jadi', 'polisi', 'tni', 'brimob']"
715,715,Tanggung jawab yang normatif berati ilmu pengetahuan mengutamakan teori tanggung jawab sempurna yaitu pengakuan atas perbuatan termasuk polisi.,tanggung jawab normatif berati ilmu pengetahuan mengutamakan teori tanggung jawab sempurna pengakuan atas perbuatan termasuk polisi ,"['tanggung', 'jawab', 'normatif', 'berat', 'ilmu', 'tahu', 'utama', 'teori', 'tanggung', 'jawab', 'sempurna', 'aku', 'atas', 'buat', 'masuk', 'polisi']"
716,716,jgn jdi polisi yg kaya gni ya dek https://t.co/rtG76U6EyK https://t.co/Icq5bQsx5H,jangan jadi polisi seperti gni iya adik ,"['jangan', 'jadi', 'polisi', 'seperti', 'gni', 'iya', 'adik']"
717,717,@KompasTV Hayang jadi polisi kudu maot ku polisi mending dagang cau hahahahaha,hayang jadi polisi maot ku polisi bagusan dagang cau haha ,"['hayang', 'jadi', 'polisi', 'maot', 'ku', 'polisi', 'bagus', 'dagang', 'cau', 'haha']"
718,718,"Doakan TNI Pendek Umur, Dua Oknum Polisi Diteriaki Sampai Disuruh Merayap https://t.co/tgzyks8PFw #PolisiDihukum #UltahTNI",doakan tni pendek umur oknum polisi diteriaki disuruh merayap ,"['doa', 'tni', 'pendek', 'umur', 'oknum', 'polisi', 'riak', 'suruh', 'rayap']"
719,719,"*Gasak Tiga Tempat Berbeda dalam Satu Malam, Terduga Pelaku Diringkus Polisi di Rumahnya*

_Selengkapnya_ https://t.co/K1tYOQB1Ni",gasak tiga tempat berbeda satu malam terduga pelaku diringkus polisi rumahnya selengkapnya ,"['gasak', 'tiga', 'tempat', 'beda', 'satu', 'malam', 'duga', 'laku', 'ringkus', 'polisi', 'rumah', 'lengkap']"
720,720,aduh pakai bahasa inggris mana ngerti polisi indo 😥 https://t.co/QiPqGNlIGc,aduh pakai bahasa inggris mana mengerti polisi indonesia 😥 ,"['aduh', 'pakai', 'bahasa', 'inggris', 'mana', 'erti', 'polisi', 'indonesia', '']"
721,721,"@El__Maalik @Berry_Amans @CNNIndonesia Turun kelapangan aja udah salah aplgi mau meluk . Jangan mewajarkan kesalahan . Polisi jg salah.  Bentar lg diserang . ""Gak sda empati'",turun kelapangan sudah salah aplgi mau meluk jangan mewajarkan kesalahan polisi salah sebentar diserang sda empati' ,"['turun', 'lapang', 'sudah', 'salah', 'aplgi', 'mau', 'luk', 'jangan', 'wajar', 'salah', 'polisi', 'salah', 'sebentar', 'serang', 'sda', 'empati', '']"
722,722,Polisi Ringkus Dua Orang Pelaku Pencurian Sepeda Motor https://t.co/edr3Wc4p08,polisi ringkus orang pelaku pencurian sepeda motor ,"['polisi', 'ringkus', 'orang', 'laku', 'curi', 'sepeda', 'motor']"
723,723,"Kapolres Purbalingga AKBP Era Johny Kurniawan, S.I.K., M.H. beserta staf dan Bhayangkari mengucapkan Dirgahayu TNI, 5 Oktober 2022, TNI adalah Kita

#polisi_indonesia
#polisirepublikindonesia
#polisiindonesia
#humaspolrespurbalingga https://t.co/hc9uAijWHT",kapolres purbalingga akbp era johny kurniawan sik mh beserta staf bhayangkari mengucapkan dirgahayu tni oktober tni kita ,"['kapolres', 'purbalingga', 'akbp', 'era', 'johny', 'kurniawan', 'sik', 'mh', 'serta', 'staf', 'bhayangkari', 'ucap', 'dirgahayu', 'tni', 'oktober', 'tni', 'kita']"
724,724,"@HukumDan Sudah saatnya keamanan sipil...ditangani hansip...
Polisi tugasnya cukup dikawasan rt dan rw saja..agar mudah memecatnya jika kerjanya tidak beres...",saatnya keamanan sipilditangani pertahanan polisi tugasnya cukup dikawasan rt rw sajaagar mudah memecatnya kerjanya beres ,"['saat', 'aman', 'sipilditangani', 'tahan', 'polisi', 'tugas', 'cukup', 'kawasan', 'rt', 'rw', 'sajaagar', 'mudah', 'pecat', 'kerja', 'beres']"
725,725,"@KompasTV Kocak betul wkwk.
Kalo gamau ikut Statuta FIFA yaa PSSI keluar toh ya dr keanggotaan FIFA, malu gak sih jd anggota FIFA tp gamau ngikutin regulasinyaa. Btw itu SOP polisi nya memakan korban sampr ratusan nyawa, yakin udah bner SOP nya???",kocak benar haha kalau mau ikut statuta fifa pssi keluar iya keanggotaan fifa malu sih jadi anggota fifa tidak mau ngikutin regulasinyaa ngomong ngomong sop polisi nya memakan korban sampr ratusan nyawa yakin benar sop nya ,"['kocak', 'benar', 'haha', 'kalau', 'mau', 'ikut', 'statuta', 'fifa', 'pssi', 'keluar', 'iya', 'anggota', 'fifa', 'malu', 'sih', 'jadi', 'anggota', 'fifa', 'tidak', 'mau', 'ngikutin', 'regulasinyaa', 'ngomong', 'ngomong', 'sop', 'polisi', 'nya', 'makan', 'korban', 'sampr', 'ratus', 'nyawa', 'yakin', 'benar', 'sop', 'nya']"
726,726,"@FRWC_IDN_Ally @rogali1945 @DivHumas_Polri @CCICPolri Bicara soal maskulin-maskulin, tapi bertendensius membela perlakuan polisi yg sok maskulin, lalai, sewenanng2, hingga menghilangkn nyawa byk org.Anda itu yang sbnrny maskulinitas. Anda itu tidak memahami feminisme. Hanya slh 1  org yang bikin kemunduran gerakan feminisme.",bicara soal maskulin-maskulin bertendensius membela perlakuan polisi sok maskulin lalai sewenanng hingga menghilangkn nyawa banyak organda sebenarnya maskulinitas kamu tidak memahami feminisme salah orang yang membuat kemunduran gerakan feminisme ,"['bicara', 'soal', 'maskulin', 'tendensius', 'bela', 'laku', 'polisi', 'sok', 'maskulin', 'lalai', 'sewenanng', 'hingga', 'menghilangkn', 'nyawa', 'banyak', 'organda', 'benar', 'maskulinitas', 'kamu', 'tidak', 'paham', 'feminisme', 'salah', 'orang', 'yang', 'buat', 'mundur', 'gera', 'feminisme']"
727,727,"@tanyakanrl Kalau ternyata gak di penjara, cuma wajib lapor, polisi nya yang harus di periksa. Dapat sangu berapa???",kalau ternyata penjara cuma wajib lapor polisi nya harus di periksa sangu berapa ,"['kalau', 'nyata', 'penjara', 'cuma', 'wajib', 'lapor', 'polisi', 'nya', 'harus', 'di', 'periksa', 'sangu', 'berapa']"
728,728,Akhirnya Kena Batunya! Dion Ditangkep Polisi | Suami Pengganti ANTV | Eps 216 (3/4) https://t.co/0DOZwcd1JR,akhirnya kena batunya dion ditangkep polisi suami pengganti antv eps ,"['akhir', 'kena', 'batu', 'dion', 'ditangkep', 'polisi', 'suami', 'ganti', 'antv', 'eps']"
729,729,"@satriohendri @Ameeranti Makanya jabatan sipil jgn dikasih polisi atau tentara (kecuali mereka sdh berstatus sipil). Karena mereka tahunya MAJUUU atau BUBAAR JALAN!  Gak kenal : MUNDUUUR  JALAN. (paling yg ada Mundur 123 langkah, utk rapiin barisan) 😀",makanya jabatan sipil jangan dikasih polisi tentara mereka berstatus sipil mereka tahunya majuuu bubaar jalan kenal munduuur jalan paling ada mundur langkah rapiin barisan 😀 ,"['makanya', 'jabat', 'sipil', 'jangan', 'kasih', 'polisi', 'tentara', 'mereka', 'status', 'sipil', 'mereka', 'tahu', 'majuuu', 'bubaar', 'jalan', 'kenal', 'munduuur', 'jalan', 'paling', 'ada', 'mundur', 'langkah', 'rapiin', 'baris', '']"
730,730,Mamat Alkatiri Dilaporkan ke Polisi usai ‘Roasting’ Politisi Parlemen https://t.co/pWz4qZPD1N,mamat alkatiri dilaporkan polisi usai ‘roasting’ politisi parlemen ,"['mamat', 'alkatiri', 'lapor', 'polisi', 'usai', '', 'roasting', '', 'politis', 'parlemen']"
731,731,"@AndCav4 @inboundandhot Kalo barang selisih kan emang policynya ganti kasir 🤪

Kalo bengep digebukin, ya paling dibeliin aqua kebaikan hati kasirnya, ke polisi? Ya kalo ga dipersulit, paling cuma disuruh sabar 😂",kalau barang selisih kan memang policynya ganti kasir 🤪 kalau bengep digebukin iya paling dibeliin aqua kebaikan hati kasirnya polisi iya kalau dipersulit paling cuma disuruh sabar 😂 ,"['kalau', 'barang', 'selisih', 'kan', 'memang', 'policynya', 'ganti', 'kasir', '', 'kalau', 'bengep', 'digebukin', 'iya', 'paling', 'dibeliin', 'aqua', 'baik', 'hati', 'kasir', 'polisi', 'iya', 'kalau', 'sulit', 'paling', 'cuma', 'suruh', 'sabar', '']"
732,732,"@zarazettirazr #satuharisatuoknum
Polisi ampun dah hah",polisi ampun hah ,"['polisi', 'ampun', 'hah']"
733,733,Wah tentu saja saya sangat percaya dengan kepolisian. Langkah yang diambil sudah sangat benar. Maju terus polisi indonesia☝️☝️☝️ https://t.co/6I3YpLgbLP,wah saja sangat percaya kepolisian langkah diambil sangat benar maju terus polisi indonesia☝️☝️☝️ ,"['wah', 'saja', 'sangat', 'percaya', 'polisi', 'langkah', 'ambil', 'sangat', 'benar', 'maju', 'terus', 'polisi', 'indonesia']"
734,734,tuh kan. masi ada polisi yang kerjanya bener dan tulus. https://t.co/ZTCqQcp2sk,kan ada polisi kerjanya benar tulus ,"['kan', 'ada', 'polisi', 'kerja', 'benar', 'tulus']"
735,735,"Pitch Invader itu biasa tapi jangan sering2 dinormalisasi juga. Lagian Polisi ke stadion tuh ya buat jaga bukan malah ikutan nonton, sekalinya jaga kok malah ngebunuh penonton yang di tribun. Polisi Tolol. https://t.co/8GdD91m5h4",pitch invader biasa jangan sering dinormalisasi lagian polisi stadion iya membuat jaga bukan bahkan ikutan nonton sekalinya jaga kok bahkan ngebunuh penonton di tribun polisi tolol ,"['pitch', 'invader', 'biasa', 'jangan', 'sering', 'normalisasi', 'lagi', 'polisi', 'stadion', 'iya', 'buat', 'jaga', 'bukan', 'bahkan', 'ikut', 'nonton', 'sekali', 'jaga', 'kok', 'bahkan', 'ngebunuh', 'tonton', 'di', 'tribun', 'polisi', 'tolol']"
736,736,"Bapak @ListyoSigitP tolong anggota anda yang di dalam video pecat!!! 
1. dapat membuat ricuh anggota tni &amp; Polisi lagi karena mereka tidak bermoral &amp; jiwa saling menghormati, menghargai satu sama lain.
Percuma uang pajak kita semua buat gaji polisi kaya gitu. https://t.co/xHliV0uajF",bapak anggota kamu di video pecat membuat ricuh anggota tni amp; polisi karena tidak bermoral amp; jiwa saling menghormati menghargai satu sama percuma uang pajak semua membuat gaji polisi begitu ,"['bapak', 'anggota', 'kamu', 'di', 'video', 'pecat', 'buat', 'ricuh', 'anggota', 'tni', 'amp', '', 'polisi', 'karena', 'tidak', 'moral', 'amp', '', 'jiwa', 'saling', 'hormat', 'harga', 'satu', 'sama', 'percuma', 'uang', 'pajak', 'semua', 'buat', 'gaji', 'polisi', 'begitu']"
737,737,@txtdrberseragam Kalau ada polisi swasta jg gw lapor kesitu bukan ke elo pol,kalau polisi swasta saya lapor kesitu bukan kamu pol ,"['kalau', 'polisi', 'swasta', 'saya', 'lapor', 'kesitu', 'bukan', 'kamu', 'pol']"
738,738,"Bikin Konten Jilat Kue HUT TNI, Dua Oknum Polisi Langsung Dikerangkeng
https://t.co/AM29Qs6BD3",membuat konten jilat kue hut tni oknum polisi langsung dikerangkeng ,"['buat', 'konten', 'jilat', 'kue', 'hut', 'tni', 'oknum', 'polisi', 'langsung', 'kerangkeng']"
739,739,"@jubidotcom Bupati Nduga, Namia Gwijangge! keluarga 4 korban saat ditemui dandim 10 sept jg katakan klo keluarga percayakan kasus ini ke polisi dan himbau warga di papua buat tdk terpedaya dg separatis yg cb memanfaatkan kasus di Mimika! Kita hrs paham kalo Inilah cara bermain separatis tuk",bupati nduga namia gwijangge keluarga korban ditemui dandim september katakan kalau keluarga percayakan kasus ke polisi himbau warga papua membuat terpedaya separatis coba memanfaatkan kasus mimika harus paham kalau inilah cara bermain separatis tuk ,"['bupati', 'nduga', 'namia', 'gwijangge', 'keluarga', 'korban', 'temu', 'dandim', 'september', 'kata', 'kalau', 'keluarga', 'percaya', 'kasus', 'ke', 'polisi', 'himbau', 'warga', 'papua', 'buat', 'daya', 'separatis', 'coba', 'manfaat', 'kasus', 'mimika', 'harus', 'paham', 'kalau', 'ini', 'cara', 'main', 'separatis', 'tuk']"
740,740,@alisyarief Yaelah jurnalis nggak ngerti SOP pengamanan.. memangmya jumlah polisi di Malang cukup untuk mengamankan kerumunan lebih dari 42.000 orang dimalam hari...,yaelah jurnalis mengerti sop pengamanan memangmya jumlah polisi malang cukup mengamankan kerumunan lebih orang dimalam hari ,"['yaelah', 'jurnalis', 'erti', 'sop', 'aman', 'memangmya', 'jumlah', 'polisi', 'malang', 'cukup', 'aman', 'kerumun', 'lebih', 'orang', 'malam', 'hari']"
741,741,"@NarasiNewsroom Polisi makin kesini makin kesana 🥲
Makin aneh si",polisi makin kesini makin kesana 🥲 makin aneh si ,"['polisi', 'makin', 'kesini', 'makin', 'kesana', '', 'makin', 'aneh', 'si']"
742,742,"@njeleinnovation @hancymachemba @JamiiForums @tanpol Ni lini uliwahi kuona Polisi wa Tanzania akiomba msaada mahali, hao Polisi wa Tanzania wanajua kila kitu na wao ni mahakimu,utawashauri Nini unadhani?

Yapo matukio mangapi ya mauji Tanzania,Tena watu wakifia mikononi mwa police?",nih lini uliwahi kuona polisi wa tanzania akiomba msaada mahali hao polisi wa tanzania wanajua kila kitu na wao nih mahakimuutawashauri nini unadhani yapo matukio mangapi iya mauji tanzaniatena watu wakifia mikononi mwa police ,"['nih', 'lini', 'uliwahi', 'kuona', 'polisi', 'wa', 'tanzania', 'akiomba', 'msaada', 'mahal', 'hao', 'polisi', 'wa', 'tanzania', 'wanajua', 'kila', 'kitu', 'na', 'wao', 'nih', 'mahakimuutawashauri', 'nini', 'unadhani', 'yapo', 'matukio', 'mangap', 'iya', 'mauji', 'tanzaniatena', 'watu', 'wakifia', 'mikononi', 'mwa', 'police']"
743,743,Mau nulis soal polisi tidur boleh gasihhhh? https://t.co/qJDIoGFiB0,mau nulis soal polisi tidur gasihhhh ,"['mau', 'nulis', 'soal', 'polisi', 'tidur', 'gasihhhh']"
744,744,"Menurut sepengetahuan gw, polisi itu kan selain sebagai penegak hukum, dia juga kan sebagai pelayan masyarakat. Yang dimana menurut gw polisi itu harus punya jiwa melayani yang baik. 

Tapi kok akhir2 ini gw melihat polisi sebagai pembunuh?!! 

#UsutTuntasTragediKanjuruhan",sepengetahuan polisi kan penegak hukum juga kan pelayan masyarakat dimana saya polisi harus punya jiwa melayani baik kok akhir saya melihat polisi sebagai pembunuh ,"['tahu', 'polisi', 'kan', 'tegak', 'hukum', 'juga', 'kan', 'layan', 'masyarakat', 'mana', 'saya', 'polisi', 'harus', 'punya', 'jiwa', 'layan', 'baik', 'kok', 'akhir', 'saya', 'lihat', 'polisi', 'bagai', 'bunuh']"
745,745,"@okkymadasari Emang iya ga zman megawati polisi dimandirikan,tpi buktiny gagal serasa Indonesia milik mereka saja",memang tidak zman megawati polisi dimandirikantpi buktiny gagal serasa indonesia milik saja ,"['memang', 'tidak', 'zman', 'megawati', 'polisi', 'dimandirikantpi', 'buktiny', 'gagal', 'serasa', 'indonesia', 'milik', 'saja']"
746,746,@msaid_didu Kau pikir polisi juga tidak jadi korban? mungkin matamu perlu di periksakan bol.,kamu pikir polisi tidak jadi korban mungkin matamu perlu periksakan bol ,"['kamu', 'pikir', 'polisi', 'tidak', 'jadi', 'korban', 'mungkin', 'mata', 'perlu', 'periksa', 'bol']"
747,747,@democrazymedia Dikerangkeng kok masih pake kaos berligo polisi??? Pake baju tahanan dong.,dikerangkeng kok masuk pakai kaos berligo polisi pakai baju tahanan dong ,"['kerangkeng', 'kok', 'masuk', 'pakai', 'kaos', 'berligo', 'polisi', 'pakai', 'baju', 'tahan', 'dong']"
748,748,"@ListyoSigitP Kerusuhan suporter setelah pertandingan Persebaya lawan Rans tgl 15 September di Sidoarjo, tidak memakai senjata gas air mata. Jelas di peraturan FiFA tidak diperbolehkan gas air mata. Apa polisi tidak mengerti prosedur, main tembak seenaknya",kerusuhan suporter pertandingan persebaya lawan rans tanggal september sidoarjo memakai senjata gas air mata jelas peraturan fifa diperbolehkan gas air mata apa polisi mengerti prosedur main tembak seenaknya ,"['rusuh', 'suporter', 'tanding', 'baya', 'lawan', 'rans', 'tanggal', 'september', 'sidoarjo', 'pakai', 'senjata', 'gas', 'air', 'mata', 'jelas', 'atur', 'fifa', 'boleh', 'gas', 'air', 'mata', 'apa', 'polisi', 'erti', 'prosedur', 'main', 'tembak', 'enak']"
749,749,"@VeritasArdentur I can say the same thing to your theory tbh; yakin ada aktor yg ngepush massa utk rusuh? 

Bukannya lebih masuk akal &amp; mudah dijelaskan (Occam’s Razor) klo polisi ingin menutup2i, dibandingkan adanya oknum aktor yg bertujuan massa rusuh?",i saya the same thing to your theory tbh; yakin aktor ngepush massa rusuh bukannya lebih masuk akal amp; mudah dijelaskan occam’s razor kalau polisi menutupi dibandingkan adanya oknum aktor bertujuan massa rusuh ,"['i', 'saya', 'the', 'same', 'thing', 'to', 'your', 'theory', 'tbh', '', 'yakin', 'aktor', 'ngepush', 'massa', 'rusuh', 'bukan', 'lebih', 'masuk', 'akal', 'amp', '', 'mudah', 'jelas', 'occam', '', 's', 'razor', 'kalau', 'polisi', 'tutup', 'banding', 'ada', 'oknum', 'aktor', 'tuju', 'massa', 'rusuh']"
750,750,@KompasTV Polisi emg kerjanya apa sih? Selain petantang petenteng ama foto2 ?,polisi memang kerjanya apa sih petantang petenteng sama foto ,"['polisi', 'memang', 'kerja', 'apa', 'sih', 'tantang', 'petenteng', 'sama', 'foto']"
751,751,@abilaamon jngan jngan ni baju diobral polisi,jngan jngan nih baju diobral polisi ,"['jngan', 'jngan', 'nih', 'baju', 'obral', 'polisi']"
752,752,"@hipohan sesuatu yg dangkal kok didalami.
yg megang pelontar gas air mata jelas mukanya.. polisi kok suka bikin ribet sesuatu yg gampang. https://t.co/WeYyQ00Azf",dangkal kok didalami yang megang pelontar gas air mata jelas mukanya polisi kok suka membuat ribet yang gampang ,"['dangkal', 'kok', 'dalam', 'yang', 'megang', 'lontar', 'gas', 'air', 'mata', 'jelas', 'muka', 'polisi', 'kok', 'suka', 'buat', 'ribet', 'yang', 'gampang']"
753,753,"Live Streaming Now

Indonesia U17 vs UAE U17
Link : https://t.co/sDwVkY3qLk

#afc #afcu17qualifiers #timnasday #SepakatDamai #AgnezMo #KitaGaruda
Polisi - Reza - Mamat - Prabowo - Aremania - Manggarai - UEFA https://t.co/xM6dj6vRA1",live streaming now indonesia kamu vs uae kamu link polisi - reza - mamat - prabowo - aremania - manggarai - uefa ,"['live', 'streaming', 'now', 'indonesia', 'kamu', 'vs', 'uae', 'kamu', 'link', 'polisi', '-', 'reza', '-', 'mamat', '-', 'prabowo', '-', 'aremania', '-', 'manggarai', '-', 'uefa']"
754,754,Polisi tersebut kini sedang diperiksa Propam Polres Jeneponto. #kumparanNEWS https://t.co/rQP8wFZMnM,polisi tersebut kini sedang diperiksa propam polres jeneponto ,"['polisi', 'sebut', 'kini', 'sedang', 'periksa', 'propam', 'polres', 'jeneponto']"
755,755,"@OposisiCerdas Pengamat Internasional: ""Polisi indonesia dilatih dgn buruk, bahkan tampilan lebih militer, sampai tolol mengendalikan massa, dan gunakan gas sbg satu2nya solusi. Kanjuruhan adalah pembantaian""

Memalukan bangsa bukan? nah armando justru menolak kenyataan itu saking bebalnya.",pengamat internasional polisi indonesia dilatih jelek bahkan tampilan lebih militer tolol mengendalikan massa gunakan gas satunya solusi kanjuruhan pembantaian memalukan bangsa bukan nah armando justru tolak kenyataan saking bebalnya ,"['amat', 'internasional', 'polisi', 'indonesia', 'latih', 'jelek', 'bahkan', 'tampil', 'lebih', 'militer', 'tolol', 'kendali', 'massa', 'guna', 'gas', 'satu', 'solusi', 'kanjuruhan', 'bantai', 'malu', 'bangsa', 'bukan', 'nah', 'armando', 'justru', 'tolak', 'nyata', 'saking', 'bebal']"
756,756,"ni knp polisi berisik bgt di sekitar rumah gw anjing, apakah muka ku trlihat sprti kriminal",nih polisi berisik sangat sekitar rumah anjing muka ku trlihat kriminal ,"['nih', 'polisi', 'berisik', 'sangat', 'sekitar', 'rumah', 'anjing', 'muka', 'ku', 'trlihat', 'kriminal']"
757,757,"@lho_ji @mazzini_gsp @txtdrberseragam Gue punya tetangga oknum polisi, baiknya minta ampun, tulus banget nolongin orang, hidupnya juga sederhana. Aneh bet, ternyata ada juga oknum polisi di Indo.",punya tetangga oknum polisi baiknya minta ampun tulus sangat nolongin orang hidupnya sederhana aneh banget ternyata juga oknum polisi indonesia ,"['punya', 'tetangga', 'oknum', 'polisi', 'baik', 'minta', 'ampun', 'tulus', 'sangat', 'nolongin', 'orang', 'hidup', 'sederhana', 'aneh', 'banget', 'nyata', 'juga', 'oknum', 'polisi', 'indonesia']"
758,758,"Reza manggarai aremania mamat ferdi sambo polisi pak probowo 
https://t.co/MtIYpVG2Jj https://t.co/Hvha2si49V",reza manggarai aremania mamat ferdi sambo polisi pak probowo ,"['reza', 'manggarai', 'aremania', 'mamat', 'ferdi', 'sambo', 'polisi', 'pak', 'probowo']"
759,759,"Makanya.. saran saya kalau background nya #komika ya ngelawak saja, #Roasting ya silahkan tapi pakai batasan, beginilah klu pelawak merasa sudah serba bisa mulut tidak jaga, tdk semua org bisa terima..

https://t.co/NDTCYnQjPl https://t.co/yb9DmuW7cf",makanya saran kalau background nya iya ngelawak iya silahkan pakai batasan beginilah kalau pelawak merasa serba mulut jaga semua orang terima ,"['makanya', 'saran', 'kalau', 'background', 'nya', 'iya', 'ngelawak', 'iya', 'silah', 'pakai', 'batas', 'begini', 'kalau', 'lawak', 'rasa', 'serba', 'mulut', 'jaga', 'semua', 'orang', 'terima']"
760,760,Noh tendang kue ulang tahun TNI yg di jilat polisi itu lawan yg sepadan berani gak. https://t.co/LzI8bodAID,noh tendang kue ulang tahun tni di jilat polisi lawan sepadan berani ,"['noh', 'tendang', 'kue', 'ulang', 'tahun', 'tni', 'di', 'jilat', 'polisi', 'lawan', 'padan', 'berani']"
761,761,Emang polisi diserang? https://t.co/1iJJsCxC0W,memang polisi diserang ,"['memang', 'polisi', 'serang']"
762,762,sekarang mau jadi polisi harus jadi korban dulu polisi. ah mening macul https://t.co/ohEXyM8XF9,sekarang mau jadi polisi jadi korban dulu polisi ah mening macul ,"['sekarang', 'mau', 'jadi', 'polisi', 'jadi', 'korban', 'dulu', 'polisi', 'ah', 'ning', 'macul']"
763,763,"@FckKdf kalau THC dilegalkan. Bayangin aja. Negara tentrem, warga senyam-senyum, rumah sakit dan penjara sepi, tokoh agamanya chill, polisi-politisinya suka bercanda, ceweknya chubby-chubby. Wuih... Surga",kalau thc dilegalkan bayangin negara tentrem warga senyam-senyum rumah sakit penjara sepi tokoh agamanya chill polisi-politisinya suka bercanda ceweknya chubby-chubby wuih surga ,"['kalau', 'thc', 'legal', 'bayangin', 'negara', 'tentrem', 'warga', 'senyam-senyum', 'rumah', 'sakit', 'penjara', 'sepi', 'tokoh', 'agama', 'chill', 'polisi-politisinya', 'suka', 'canda', 'cewek', 'chubby-chubby', 'wuih', 'surga']"
764,764,"Dulu jadi polisi cuma jual sawah, sekarang harus kehilangan nyawa dulu https://t.co/aNYVzUPFAQ",dulu jadi polisi cuma jual sawah sekarang kehilangan nyawa dulu ,"['dulu', 'jadi', 'polisi', 'cuma', 'jual', 'sawah', 'sekarang', 'hilang', 'nyawa', 'dulu']"
765,765,"Selain gak percaya bumi itu datar, gw juga gak percaya polisi itu bundar 😔",percaya bumi datar juga tidak percaya polisi bundar 😔 ,"['percaya', 'bumi', 'datar', 'juga', 'tidak', 'percaya', 'polisi', 'bundar', '']"
766,766,@Sean_Alma yg bawa polisi itu mbak supaya bisa nyalahin orang lain. mungkin mereka gak minum gara2 takut solatnya gak keterima 40 hari. tapi gak guna juga sih ya kalo mereka udah bunuh 120 orang.,bawa polisi mbak bisa salah orang mungkin minum gara takut solatnya tidak keterima hari tidak juga sih iya kalau sudah bunuh orang ,"['bawa', 'polisi', 'mbak', 'bisa', 'salah', 'orang', 'mungkin', 'minum', 'gara', 'takut', 'solatnya', 'tidak', 'terima', 'hari', 'tidak', 'juga', 'sih', 'iya', 'kalau', 'sudah', 'bunuh', 'orang']"
767,767,"@Soobatreceh Polisi Bobrok

* polisi GTA 5 maksud gw",polisi bobrok polisi gta maksud ,"['polisi', 'bobrok', 'polisi', 'gta', 'maksud']"
768,768,"Saya telah mengirimkan #ShopeePayTHR 🧧. Ayo, ambil di sini sebelum habis 👉👉 https://t.co/Rgnl8wpqAG 

#TransferPakaiShopeePay #GratisTanpaBatas
Prabowo Mamat Polisi",telah mengirimkan 🧧 ayo ambil sini habis 👉👉 prabowo mamat polisi ,"['telah', 'kirim', '', 'ayo', 'ambil', 'sini', 'habis', '', 'prabowo', 'mamat', 'polisi']"
769,769,"lah enak nih, tinggal cari tau siapa aja polisi yg terlibat di kanjuruhuan ntr si ade bisa deh wujudin cita citanya bales dendam bunuh polisi https://t.co/h3eX3VOy23",lah enak tinggal mencari tahu siapa polisi terlibat kanjuruhuan si ade deh wujudin cita citanya balas dendam bunuh polisi ,"['lah', 'enak', 'tinggal', 'cari', 'tahu', 'siapa', 'polisi', 'libat', 'kanjuruhuan', 'si', 'ade', 'deh', 'wujudin', 'cita', 'cita', 'balas', 'dendam', 'bunuh', 'polisi']"
